N,P,K,temperature,humidity,rainfall,ph,soil_type,month,season,label
62,109,43,29.48,41.24,167.56,4.91,clay,5,zaid,maize
128,130,144,38.91,85.06,211.06,4.93,clay,2,rabi,rice
109,138,174,27.3,37.74,274.54,7.84,clay,4,zaid,rice
77,132,142,19.41,72.82,13.93,6.04,sandy,6,kharif,maize
57,9,137,23.14,32.32,14.43,7.46,loamy,4,zaid,maize
84,47,89,30.36,51.74,136.12,6.96,clay,11,rabi,wheat
19,16,115,25.27,89.93,260.38,7.71,loamy,8,kharif,rice
130,111,38,23.96,79.61,92.84,7.35,clay,9,kharif,maize
43,73,151,15.3,70.11,201.51,6.76,clay,8,kharif,rice
77,116,87,35.12,68.21,13.74,7.82,loamy,10,rabi,wheat
132,17,146,18.1,35.94,137.9,5.78,loamy,12,rabi,maize
98,23,189,16.36,55.22,17.22,7.35,loamy,2,rabi,wheat
101,68,115,25.25,38.66,295.69,8.09,sandy,10,rabi,wheat
105,100,7,35.11,40.48,226.06,4.66,sandy,10,rabi,wheat
37,69,176,36.16,64.91,93.0,6.34,clay,1,rabi,wheat
113,136,7,27.32,56.98,207.26,6.48,sandy,3,zaid,maize
25,14,109,12.72,92.78,51.56,6.12,clay,10,rabi,wheat
33,88,30,12.07,90.05,95.92,5.6,sandy,9,kharif,maize
77,67,193,14.17,30.69,32.01,7.88,clay,1,rabi,wheat
61,31,197,19.86,32.21,193.21,6.03,sandy,2,rabi,maize
96,76,128,33.21,86.35,206.39,7.73,clay,1,rabi,rice
80,65,159,10.12,73.95,233.26,5.79,sandy,12,rabi,rice
40,102,101,29.98,58.02,104.28,6.76,sandy,7,kharif,maize
110,8,70,28.8,94.57,64.7,8.46,sandy,1,rabi,wheat
45,42,137,28.94,89.2,48.11,5.78,loamy,8,kharif,rice
58,144,35,34.59,53.7,268.61,8.39,sandy,2,rabi,wheat
98,31,111,18.51,80.85,92.7,5.56,clay,9,kharif,maize
12,119,186,24.26,50.25,217.77,7.75,sandy,3,zaid,maize
118,73,20,28.13,69.08,68.97,4.55,loamy,2,rabi,cotton
131,17,155,33.36,45.84,94.06,7.24,loamy,2,rabi,wheat
19,67,11,35.51,48.27,289.85,7.26,sandy,5,zaid,maize
49,109,18,34.41,91.22,165.43,5.38,loamy,11,rabi,rice
94,26,20,30.41,54.28,20.31,7.47,clay,10,rabi,wheat
25,22,174,36.88,41.41,175.55,7.73,clay,6,kharif,cotton
117,73,132,31.39,43.37,240.33,7.97,sandy,3,zaid,cotton
48,59,21,12.85,44.37,135.14,5.94,sandy,9,kharif,maize
98,107,74,30.23,84.15,280.19,6.88,loamy,6,kharif,rice
70,30,5,36.02,51.47,72.04,7.24,sandy,10,rabi,wheat
78,104,25,25.03,77.08,295.36,8.43,clay,6,kharif,maize
34,96,59,21.78,84.96,246.1,5.21,loamy,8,kharif,rice
64,90,139,20.0,81.4,201.72,7.86,clay,12,rabi,wheat
33,108,62,37.95,55.68,189.1,4.92,clay,8,kharif,rice
58,74,28,17.19,52.43,179.08,7.71,sandy,11,rabi,wheat
109,77,9,10.21,77.55,298.77,5.12,clay,4,zaid,rice
107,84,32,16.45,33.9,86.28,5.99,sandy,9,kharif,maize
69,86,178,26.43,35.29,262.64,5.3,sandy,3,zaid,maize
70,103,198,19.74,82.12,131.92,5.93,loamy,10,rabi,wheat
30,77,186,22.0,38.79,209.53,7.38,loamy,12,rabi,wheat
13,22,33,28.42,84.35,295.53,6.33,sandy,5,zaid,maize
69,18,95,12.09,70.25,80.39,8.46,loamy,12,rabi,wheat
65,77,59,28.73,84.03,232.8,7.04,loamy,5,zaid,maize
103,26,126,30.81,92.4,203.8,6.13,clay,1,rabi,rice
69,65,30,37.89,30.88,180.75,5.56,sandy,9,kharif,maize
81,65,179,33.99,79.72,231.7,7.8,loamy,1,rabi,rice
27,87,27,32.09,57.68,148.16,8.16,clay,11,rabi,wheat
25,34,94,23.55,36.59,130.7,7.8,loamy,7,kharif,maize
27,113,187,24.82,79.91,101.18,7.97,clay,5,zaid,maize
30,65,66,29.15,74.48,286.88,5.88,sandy,2,rabi,maize
65,94,113,13.68,72.61,137.86,8.16,clay,2,rabi,wheat
87,113,166,34.65,43.97,220.24,5.19,loamy,8,kharif,rice
61,47,158,34.62,66.76,60.46,6.73,sandy,11,rabi,maize
70,95,76,20.6,80.25,257.28,6.23,sandy,6,kharif,rice
71,66,116,25.65,46.9,272.3,5.47,loamy,3,zaid,maize
79,31,128,38.32,51.54,238.02,6.64,sandy,12,rabi,maize
23,43,181,34.52,38.18,122.37,5.08,loamy,8,kharif,rice
86,91,111,30.66,34.26,115.75,8.43,sandy,10,rabi,maize
132,62,190,28.99,42.93,202.03,6.67,loamy,10,rabi,wheat
80,137,162,27.0,60.73,213.49,5.27,sandy,12,rabi,maize
30,23,202,36.26,37.41,24.81,4.94,clay,4,zaid,maize
110,90,37,33.99,87.88,166.64,5.86,sandy,3,zaid,rice
128,129,70,25.95,88.94,116.71,5.57,clay,5,zaid,maize
74,26,174,35.39,38.98,33.31,7.01,loamy,8,kharif,maize
45,58,142,22.49,70.71,20.23,7.76,clay,6,kharif,cotton
112,89,48,31.32,50.26,26.48,5.71,loamy,11,rabi,wheat
33,52,130,10.66,35.2,159.25,5.5,loamy,1,rabi,rice
39,69,83,30.23,78.55,131.86,6.88,sandy,4,zaid,maize
123,49,109,37.51,83.93,123.88,6.45,sandy,3,zaid,maize
82,143,38,38.82,93.11,97.79,6.38,clay,4,zaid,maize
14,84,200,17.11,80.02,165.9,5.87,loamy,1,rabi,wheat
85,103,122,27.06,74.2,73.84,5.0,loamy,2,rabi,rice
90,57,141,38.9,84.39,245.91,5.3,sandy,5,zaid,rice
28,87,118,20.86,38.41,132.37,8.5,clay,11,rabi,wheat
18,132,179,10.45,78.59,286.99,4.88,sandy,8,kharif,rice
19,122,53,31.44,82.64,183.61,4.66,clay,12,rabi,rice
54,14,130,13.69,42.18,297.63,7.59,clay,1,rabi,wheat
111,75,76,39.2,50.84,172.09,7.42,clay,12,rabi,wheat
132,126,14,11.87,71.21,126.67,5.52,sandy,4,zaid,maize
82,105,185,38.04,78.63,210.12,7.24,sandy,10,rabi,wheat
45,14,109,11.28,58.83,109.74,6.74,clay,7,kharif,maize
41,21,95,35.14,32.71,232.22,5.8,loamy,10,rabi,wheat
104,136,145,13.71,54.73,277.85,5.34,sandy,11,rabi,wheat
92,114,168,10.39,72.66,126.36,6.41,sandy,8,kharif,maize
43,45,140,33.22,33.86,269.24,7.22,loamy,6,kharif,rice
80,124,18,30.92,59.82,102.46,8.44,clay,2,rabi,maize
75,41,85,20.31,42.15,297.85,5.23,sandy,12,rabi,wheat
46,144,95,32.0,62.1,264.61,6.22,clay,5,zaid,maize
135,56,56,38.2,90.56,63.25,7.54,clay,11,rabi,cotton
60,12,59,11.34,43.79,178.98,7.62,sandy,10,rabi,wheat
17,42,187,22.55,91.0,85.3,8.08,sandy,10,rabi,wheat
61,53,144,34.56,33.1,217.15,8.39,loamy,3,zaid,maize
47,31,39,15.06,68.12,169.67,5.26,loamy,1,rabi,wheat
51,23,187,22.98,75.55,3.64,7.75,sandy,9,kharif,maize
137,52,6,19.83,79.28,228.19,6.54,sandy,8,kharif,maize
88,132,13,31.31,33.44,201.82,5.05,clay,5,zaid,maize
49,85,162,12.1,63.83,97.51,5.8,clay,1,rabi,wheat
98,49,99,15.17,54.61,203.73,5.95,loamy,9,kharif,maize
97,80,105,23.7,45.78,277.81,7.84,clay,12,rabi,wheat
73,81,138,29.87,40.12,262.72,6.67,sandy,6,kharif,maize
111,94,160,33.32,70.59,54.56,4.5,clay,1,rabi,wheat
30,144,108,36.38,52.17,123.76,4.64,loamy,8,kharif,maize
83,29,112,34.03,41.42,200.59,7.73,sandy,3,zaid,maize
80,83,23,32.26,62.26,240.29,4.73,clay,4,zaid,maize
94,110,150,13.96,32.66,226.6,6.12,loamy,6,kharif,rice
21,56,64,31.94,51.0,264.99,8.0,clay,3,zaid,maize
115,91,123,35.14,61.34,221.25,8.33,sandy,2,rabi,cotton
14,27,5,18.64,92.17,204.51,7.59,sandy,6,kharif,maize
92,52,188,28.92,53.08,194.93,6.1,sandy,5,zaid,maize
26,80,133,22.38,89.55,66.87,6.23,loamy,7,kharif,rice
76,62,157,22.09,47.75,98.28,7.9,sandy,3,zaid,maize
135,15,95,14.62,61.57,11.81,6.89,loamy,5,zaid,maize
51,5,59,15.29,70.3,157.36,5.89,loamy,11,rabi,rice
35,7,25,37.98,86.5,99.94,6.07,clay,8,kharif,cotton
108,34,83,36.96,47.63,230.47,7.4,clay,12,rabi,wheat
110,27,168,20.77,60.78,41.77,6.78,loamy,9,kharif,cotton
12,89,202,20.45,55.83,240.19,7.71,sandy,2,rabi,wheat
110,22,143,39.24,70.45,60.94,7.48,loamy,11,rabi,wheat
72,102,15,14.7,52.22,91.42,6.02,clay,3,zaid,maize
132,28,89,24.94,31.99,49.5,6.7,sandy,4,zaid,maize
88,68,202,37.93,59.95,46.52,5.01,loamy,3,zaid,maize
107,131,49,22.0,40.16,130.25,8.13,sandy,5,zaid,maize
67,21,10,31.08,65.3,183.22,8.11,loamy,10,rabi,maize
108,99,188,28.98,82.46,225.31,5.25,sandy,2,rabi,rice
47,23,175,20.93,57.09,274.79,5.79,clay,2,rabi,wheat
22,24,145,26.93,40.37,255.53,6.71,sandy,6,kharif,maize
105,53,197,24.73,88.7,99.25,8.27,sandy,4,zaid,maize
135,61,54,31.45,92.11,3.13,6.86,sandy,7,kharif,rice
95,136,192,15.58,64.17,0.84,7.26,clay,12,rabi,wheat
132,23,24,12.0,76.22,133.38,5.95,sandy,4,zaid,maize
119,77,179,29.17,41.13,65.84,4.98,clay,6,kharif,cotton
54,77,76,22.74,76.17,147.24,5.5,clay,8,kharif,maize
130,117,55,33.83,61.95,225.93,6.02,sandy,4,zaid,maize
83,142,111,20.71,88.73,263.87,7.84,clay,9,kharif,rice
23,58,203,29.49,88.85,57.7,4.51,loamy,8,kharif,rice
68,38,94,32.19,56.63,162.71,7.96,clay,10,rabi,wheat
24,8,49,36.89,91.2,123.09,5.68,clay,1,rabi,wheat
30,80,124,35.25,73.76,95.99,7.91,loamy,10,rabi,wheat
14,38,148,36.84,87.86,125.19,8.04,loamy,6,kharif,maize
132,8,47,33.28,76.62,198.97,5.83,clay,2,rabi,rice
26,14,106,21.08,46.75,291.73,7.83,clay,11,rabi,wheat
23,104,34,16.45,56.43,264.33,5.12,clay,3,zaid,maize
47,33,200,31.55,54.46,39.5,6.31,sandy,3,zaid,maize
21,21,182,13.88,54.03,139.11,5.9,sandy,4,zaid,maize
13,80,184,12.94,48.98,296.55,7.62,loamy,10,rabi,wheat
33,95,157,13.08,33.43,159.15,6.63,sandy,2,rabi,wheat
83,48,155,28.31,48.5,236.81,6.37,sandy,4,zaid,maize
84,103,91,13.52,47.99,102.27,6.63,sandy,6,kharif,maize
84,98,201,22.2,65.06,151.78,5.42,clay,11,rabi,rice
94,14,99,19.55,74.92,292.43,5.61,clay,12,rabi,wheat
116,117,175,12.39,53.44,100.12,5.74,loamy,9,kharif,maize
76,60,104,24.5,58.46,18.4,6.33,loamy,3,zaid,maize
131,67,84,37.29,47.99,162.53,5.78,clay,1,rabi,wheat
44,45,12,34.22,75.66,237.94,6.69,clay,1,rabi,rice
78,113,54,16.55,90.1,220.35,8.4,loamy,9,kharif,rice
136,141,88,34.93,49.68,258.31,5.54,sandy,1,rabi,rice
113,55,96,14.43,86.47,281.45,8.48,sandy,6,kharif,rice
45,104,46,28.7,65.91,161.39,5.85,sandy,10,rabi,maize
84,105,142,17.99,46.23,123.88,8.14,loamy,12,rabi,wheat
132,66,22,19.45,65.54,294.56,6.94,sandy,11,rabi,maize
82,21,201,36.26,78.29,48.78,5.82,clay,2,rabi,wheat
25,44,172,16.0,42.0,112.05,7.0,sandy,1,rabi,wheat
124,25,192,17.34,71.4,28.74,7.71,loamy,2,rabi,wheat
61,75,6,36.32,56.0,28.45,8.37,loamy,3,zaid,maize
94,130,41,20.96,42.47,133.95,6.06,sandy,2,rabi,wheat
81,37,164,27.14,52.21,110.89,8.45,sandy,8,kharif,maize
19,83,61,25.32,68.31,4.14,7.75,loamy,9,kharif,cotton
88,25,120,32.11,92.59,103.29,8.4,sandy,10,rabi,wheat
11,17,147,22.06,50.91,248.36,8.12,clay,1,rabi,wheat
82,92,126,24.9,40.61,119.94,8.38,clay,9,kharif,maize
40,116,102,32.78,57.95,151.08,8.13,sandy,11,rabi,wheat
100,114,151,28.86,46.78,270.05,6.71,clay,3,zaid,maize
73,17,194,19.23,69.8,218.55,5.75,sandy,5,zaid,maize
124,44,133,28.18,39.74,141.37,7.92,clay,6,kharif,cotton
111,115,136,12.5,82.36,16.04,6.31,loamy,10,rabi,wheat
55,91,195,24.31,94.69,289.66,8.06,loamy,1,rabi,wheat
61,38,113,19.64,35.6,229.15,5.83,clay,9,kharif,maize
120,60,91,17.56,30.16,285.07,8.24,clay,11,rabi,rice
30,57,43,36.65,66.56,197.45,8.21,sandy,6,kharif,maize
100,123,17,19.64,58.83,159.87,5.87,loamy,5,zaid,maize
94,19,15,13.57,53.87,152.35,4.75,sandy,10,rabi,wheat
68,98,113,19.08,84.51,215.33,7.93,clay,10,rabi,wheat
37,34,100,29.48,44.0,0.53,5.82,loamy,9,kharif,maize
101,73,20,27.42,35.41,228.91,6.48,sandy,8,kharif,rice
79,64,162,35.2,73.07,81.31,7.16,clay,3,zaid,maize
28,115,92,29.48,32.95,57.18,6.43,loamy,10,rabi,wheat
89,44,5,14.51,36.07,138.07,4.54,sandy,9,kharif,maize
33,40,135,22.3,61.86,76.17,4.82,clay,4,zaid,maize
81,86,47,11.56,86.7,207.89,4.76,loamy,10,rabi,wheat
77,87,38,36.97,47.87,194.89,7.55,clay,1,rabi,wheat
117,39,140,39.68,36.1,23.89,8.44,loamy,7,kharif,rice
109,120,31,14.3,49.82,215.01,7.94,loamy,3,zaid,cotton
48,32,169,28.61,37.69,52.35,6.65,loamy,11,rabi,maize
36,73,130,27.68,72.02,234.61,5.6,sandy,7,kharif,maize
85,132,192,37.46,53.74,114.09,7.34,clay,11,rabi,wheat
59,142,72,25.35,42.75,127.67,7.55,loamy,2,rabi,cotton
101,144,49,26.77,91.87,289.43,5.3,loamy,9,kharif,rice
89,23,43,37.44,92.84,169.48,7.89,sandy,7,kharif,rice
124,41,151,37.72,43.88,21.69,4.96,clay,9,kharif,cotton
48,129,14,34.29,70.79,25.04,5.22,clay,7,kharif,rice
79,22,89,29.55,46.58,240.88,6.07,clay,9,kharif,maize
101,33,160,11.86,92.89,267.36,5.16,sandy,5,zaid,rice
45,113,115,35.1,30.08,122.98,7.32,sandy,9,kharif,maize
90,53,112,36.01,93.85,95.84,7.44,sandy,7,kharif,maize
86,60,145,28.34,84.74,171.81,7.65,clay,10,rabi,rice
115,58,71,13.08,85.01,16.32,6.67,sandy,1,rabi,wheat
28,44,26,19.04,62.56,96.67,7.3,loamy,11,rabi,wheat
66,25,161,14.91,57.36,89.0,5.29,loamy,7,kharif,maize
48,41,15,11.16,60.7,39.31,4.66,sandy,5,zaid,maize
67,53,200,12.8,40.48,164.17,4.71,clay,7,kharif,rice
11,84,128,19.32,90.2,239.56,7.83,loamy,4,zaid,maize
132,68,75,31.93,71.35,221.68,7.11,clay,3,zaid,maize
36,66,130,16.75,61.62,265.93,5.14,clay,3,zaid,maize
117,136,23,29.15,37.84,211.46,5.9,sandy,9,kharif,rice
51,17,106,27.71,35.47,265.0,6.9,clay,1,rabi,wheat
83,46,186,33.17,92.64,252.05,5.39,loamy,10,rabi,rice
125,53,26,24.79,94.76,232.78,8.35,clay,12,rabi,rice
14,12,44,24.34,73.7,27.27,5.56,sandy,12,rabi,maize
92,45,68,21.14,30.61,160.66,7.53,clay,6,kharif,rice
79,80,128,34.16,86.53,46.16,7.83,sandy,3,zaid,maize
95,25,84,10.4,40.74,19.66,5.45,sandy,12,rabi,wheat
97,82,31,23.32,44.19,30.6,6.74,clay,10,rabi,wheat
71,59,36,23.69,94.38,298.84,5.26,loamy,9,kharif,rice
41,95,47,35.09,33.46,102.79,5.61,loamy,6,kharif,maize
123,21,73,23.23,73.01,6.24,7.39,loamy,6,kharif,maize
64,119,118,28.16,70.38,65.43,7.76,sandy,11,rabi,maize
66,36,121,31.5,72.91,253.38,7.75,loamy,9,kharif,rice
121,130,118,16.25,50.75,116.46,6.98,clay,3,zaid,maize
121,44,122,14.42,48.82,6.11,7.61,clay,4,zaid,cotton
70,101,58,28.94,32.06,214.36,5.41,sandy,1,rabi,rice
78,14,129,18.73,65.55,156.16,6.81,sandy,6,kharif,maize
21,68,108,38.99,47.13,162.81,7.81,sandy,6,kharif,cotton
82,64,87,27.33,58.67,264.2,7.95,loamy,2,rabi,wheat
13,117,169,26.51,70.63,115.14,7.55,loamy,1,rabi,maize
84,101,172,21.22,36.24,281.84,6.64,sandy,3,zaid,maize
44,5,141,27.06,34.66,30.08,5.52,clay,8,kharif,rice
107,25,152,19.34,33.04,96.05,7.52,sandy,8,kharif,maize
125,130,156,37.89,94.93,243.79,8.2,sandy,2,rabi,wheat
116,52,165,29.91,44.99,115.77,5.49,sandy,11,rabi,cotton
11,50,197,14.54,35.26,297.7,8.44,loamy,10,rabi,wheat
16,47,92,16.64,70.18,70.2,6.48,clay,7,kharif,maize
85,42,40,15.66,75.33,60.17,6.66,clay,8,kharif,maize
86,87,166,35.03,90.8,224.86,6.21,loamy,7,kharif,rice
129,91,112,19.81,43.85,226.55,5.4,sandy,2,rabi,wheat
33,130,202,37.68,72.07,35.77,8.27,clay,7,kharif,maize
68,75,147,21.87,93.89,270.82,7.24,sandy,3,zaid,maize
102,36,67,24.09,83.78,177.26,7.98,sandy,5,zaid,rice
96,9,52,26.97,81.35,229.57,7.64,sandy,7,kharif,rice
70,122,105,39.26,67.36,131.74,6.19,loamy,8,kharif,maize
41,31,46,29.21,32.15,174.08,7.58,loamy,4,zaid,maize
12,25,151,32.3,32.57,32.09,8.04,clay,8,kharif,cotton
71,124,77,31.19,66.16,159.25,5.6,clay,12,rabi,maize
46,15,195,37.34,63.38,3.05,5.77,sandy,5,zaid,maize
103,87,154,14.1,31.1,43.67,8.32,loamy,4,zaid,wheat
69,6,54,15.39,31.11,58.91,5.62,loamy,4,zaid,maize
24,66,82,23.79,33.67,117.59,6.92,sandy,8,kharif,maize
80,104,61,20.67,62.81,52.3,6.38,sandy,6,kharif,maize
26,47,39,39.85,51.8,188.0,7.89,loamy,9,kharif,rice
45,81,191,16.88,61.27,181.32,4.74,clay,11,rabi,wheat
44,53,116,31.98,88.56,283.83,6.74,clay,8,kharif,rice
130,17,159,23.92,87.47,57.32,5.97,loamy,10,rabi,wheat
133,40,157,29.21,41.85,99.92,6.55,loamy,1,rabi,wheat
134,127,188,17.18,38.76,148.2,7.6,loamy,10,rabi,wheat
65,33,161,18.81,87.52,113.35,5.32,sandy,6,kharif,maize
112,15,137,10.92,65.65,224.55,6.77,clay,2,rabi,wheat
64,7,141,24.04,90.51,125.57,5.41,sandy,11,rabi,maize
43,8,170,35.3,80.96,157.67,6.11,clay,3,zaid,rice
32,90,44,33.6,63.48,137.86,7.68,loamy,11,rabi,cotton
93,42,77,18.89,80.12,299.96,5.36,clay,9,kharif,rice
36,80,13,12.95,77.2,41.58,7.55,sandy,1,rabi,wheat
131,64,37,33.54,70.75,174.75,4.79,clay,4,zaid,maize
109,79,182,35.33,42.8,2.09,7.27,clay,2,rabi,wheat
27,38,152,20.81,92.53,191.72,6.76,loamy,2,rabi,rice
98,99,95,29.04,49.53,1.96,5.11,clay,3,zaid,maize
89,41,73,31.29,32.62,218.51,6.86,sandy,10,rabi,wheat
21,90,22,21.4,42.33,276.14,6.93,loamy,10,rabi,wheat
61,84,17,21.89,37.89,14.24,7.63,clay,12,rabi,wheat
40,36,183,34.31,70.48,291.58,6.23,sandy,8,kharif,rice
10,140,31,27.23,81.06,204.29,4.57,sandy,5,zaid,maize
120,104,165,23.2,41.36,75.13,6.46,clay,11,rabi,wheat
33,65,75,19.27,46.98,40.66,7.86,loamy,4,zaid,wheat
29,116,171,17.42,76.23,22.56,4.87,loamy,4,zaid,maize
95,21,108,20.81,61.21,185.64,6.85,sandy,3,zaid,maize
120,134,199,19.63,56.23,71.65,7.67,sandy,10,rabi,wheat
132,96,13,15.05,30.71,45.69,7.44,sandy,5,zaid,maize
119,110,200,18.91,41.53,126.79,4.65,loamy,2,rabi,wheat
126,36,47,34.61,30.93,236.65,6.93,loamy,4,zaid,maize
10,7,49,29.38,57.12,194.46,4.58,loamy,4,zaid,maize
21,137,91,24.2,84.14,293.69,6.9,loamy,3,zaid,maize
18,62,102,35.13,55.16,97.97,7.59,sandy,11,rabi,wheat
82,52,62,38.63,40.72,189.06,6.87,loamy,4,zaid,maize
41,28,186,31.16,67.34,145.29,5.13,loamy,11,rabi,maize
102,111,109,18.54,35.14,92.8,7.81,clay,12,rabi,wheat
25,25,102,18.42,93.43,30.54,5.66,loamy,2,rabi,wheat
61,83,93,15.73,77.82,147.19,6.08,loamy,3,zaid,maize
48,116,31,14.5,68.19,192.22,8.12,clay,11,rabi,wheat
104,95,145,34.08,81.04,141.77,7.53,sandy,4,zaid,maize
62,18,9,33.79,42.25,140.83,6.26,loamy,3,zaid,maize
99,81,189,38.84,51.62,259.17,5.35,clay,2,rabi,wheat
39,101,49,24.43,61.77,94.04,7.01,sandy,4,zaid,maize
25,138,61,11.54,40.6,147.51,6.75,clay,8,kharif,maize
24,76,76,17.23,56.43,264.35,4.59,clay,12,rabi,wheat
66,87,180,24.57,53.94,216.43,6.9,clay,11,rabi,wheat
30,7,50,36.9,58.45,119.38,7.4,clay,6,kharif,maize
28,78,84,25.38,88.36,220.94,8.21,sandy,3,zaid,maize
114,142,103,25.17,76.28,287.86,4.58,loamy,7,kharif,rice
37,93,193,13.49,89.31,91.48,6.11,sandy,8,kharif,maize
38,46,201,37.58,43.07,57.25,5.57,sandy,1,rabi,wheat
25,141,178,20.36,70.16,100.71,5.56,sandy,7,kharif,maize
70,7,59,28.02,76.61,85.78,7.18,loamy,6,kharif,maize
122,41,162,33.98,57.22,187.24,5.9,clay,8,kharif,cotton
34,7,92,11.84,48.78,38.91,6.52,clay,3,zaid,wheat
59,53,94,36.66,72.3,114.92,6.9,clay,6,kharif,maize
34,106,82,16.92,56.71,267.87,4.8,loamy,3,zaid,maize
128,114,90,35.18,48.87,186.96,6.17,sandy,9,kharif,cotton
108,75,149,25.98,69.23,89.82,4.73,clay,1,rabi,cotton
46,37,49,29.63,34.95,139.64,8.33,loamy,11,rabi,wheat
54,29,162,38.65,72.94,31.38,6.28,loamy,2,rabi,wheat
102,93,114,21.88,81.07,94.45,4.86,loamy,8,kharif,cotton
42,92,175,29.75,56.9,102.47,6.09,loamy,3,zaid,maize
26,106,59,28.99,66.74,81.77,5.0,loamy,8,kharif,cotton
61,136,50,20.21,91.61,74.24,6.06,sandy,8,kharif,maize
23,48,178,26.76,70.71,247.45,5.22,loamy,2,rabi,rice
73,59,153,39.42,58.28,182.94,5.97,loamy,1,rabi,wheat
92,33,121,28.7,41.07,151.52,7.2,loamy,4,zaid,maize
108,39,39,29.04,67.85,175.26,7.32,sandy,8,kharif,maize
38,103,204,19.25,54.36,109.1,7.62,loamy,6,kharif,maize
85,74,85,10.92,78.83,90.17,7.29,loamy,6,kharif,maize
109,115,39,26.24,38.29,296.85,4.9,sandy,4,zaid,maize
53,75,43,28.63,66.34,282.75,7.47,sandy,4,zaid,maize
129,13,55,26.05,43.38,114.24,7.54,sandy,2,rabi,cotton
16,143,55,39.43,51.77,228.16,5.75,loamy,10,rabi,wheat
40,93,199,25.85,31.34,245.53,7.3,loamy,7,kharif,maize
93,27,49,27.4,83.33,109.32,5.9,clay,10,rabi,maize
117,55,165,32.37,49.35,258.52,5.88,sandy,12,rabi,rice
90,118,49,21.95,30.67,183.93,7.82,clay,4,zaid,maize
31,15,58,27.06,54.41,132.21,5.99,clay,6,kharif,maize
23,100,57,37.16,84.36,66.36,4.82,clay,7,kharif,rice
63,72,80,26.34,85.06,273.14,8.18,clay,6,kharif,rice
69,57,90,27.87,73.28,101.26,6.64,clay,10,rabi,maize
104,35,100,34.81,90.98,142.34,6.09,sandy,10,rabi,wheat
128,78,79,33.43,80.26,213.9,7.51,clay,1,rabi,rice
37,94,62,32.84,76.31,173.92,7.97,sandy,2,rabi,rice
138,22,9,33.99,39.37,33.6,7.88,sandy,9,kharif,cotton
11,74,30,27.26,84.29,253.16,7.58,loamy,1,rabi,rice
139,115,116,27.28,55.1,104.6,7.07,sandy,5,zaid,maize
61,111,44,27.93,73.75,82.77,7.31,clay,6,kharif,maize
95,87,129,19.74,81.52,130.42,6.77,sandy,11,rabi,maize
25,59,189,28.69,41.33,176.13,6.9,loamy,9,kharif,cotton
89,21,64,27.26,75.62,46.78,8.2,loamy,3,zaid,maize
31,80,114,32.24,91.98,161.32,8.45,loamy,8,kharif,rice
34,78,40,19.92,94.01,271.94,6.48,clay,9,kharif,rice
48,94,126,29.64,63.75,158.04,6.52,clay,9,kharif,maize
51,114,52,26.3,56.66,105.14,7.38,clay,8,kharif,maize
102,35,174,20.33,94.12,239.69,6.95,loamy,9,kharif,rice
20,126,116,15.36,81.07,228.7,4.69,sandy,3,zaid,maize
77,139,14,33.13,84.75,149.53,5.6,sandy,2,rabi,maize
124,74,123,14.59,37.25,44.28,7.49,loamy,10,rabi,wheat
30,43,105,22.47,64.79,282.96,8.46,clay,5,zaid,maize
86,108,30,16.31,78.87,154.9,4.53,loamy,7,kharif,maize
86,138,203,29.04,93.9,25.66,6.74,sandy,2,rabi,wheat
68,15,151,14.54,41.52,53.51,5.92,loamy,5,zaid,maize
31,40,117,24.72,72.21,252.59,6.98,clay,2,rabi,wheat
57,37,159,15.55,43.76,139.91,8.49,sandy,3,zaid,maize
137,67,76,34.32,33.27,24.97,6.75,clay,8,kharif,cotton
68,57,145,14.9,83.78,139.91,8.45,clay,8,kharif,maize
77,136,21,13.54,34.73,278.92,4.97,clay,1,rabi,wheat
78,78,108,11.82,60.83,243.97,5.75,clay,10,rabi,wheat
59,8,96,18.48,61.15,159.32,6.2,sandy,3,zaid,maize
113,16,199,34.47,52.6,111.12,7.59,sandy,5,zaid,maize
97,104,77,14.47,41.89,188.84,7.29,sandy,1,rabi,wheat
26,53,83,27.02,92.19,8.5,5.1,sandy,12,rabi,rice
78,49,184,24.12,67.75,169.04,5.46,clay,2,rabi,wheat
39,38,28,15.35,59.26,75.59,5.32,clay,3,zaid,maize
107,64,157,35.64,59.24,151.49,6.58,clay,3,zaid,maize
67,46,20,33.64,62.53,49.93,4.53,loamy,2,rabi,wheat
111,36,162,24.56,56.78,297.02,4.56,sandy,10,rabi,wheat
98,42,88,22.88,37.34,41.9,5.38,clay,7,kharif,rice
52,66,8,27.91,32.73,54.28,5.55,loamy,7,kharif,maize
53,80,114,39.69,52.47,191.01,5.0,clay,11,rabi,wheat
96,43,70,37.65,53.17,86.5,5.72,loamy,11,rabi,wheat
39,25,33,11.4,68.92,255.38,8.37,loamy,5,zaid,maize
39,129,26,10.74,30.68,132.55,7.53,loamy,4,zaid,maize
50,113,27,36.47,68.95,66.93,7.26,loamy,1,rabi,wheat
94,79,152,34.89,72.61,200.81,4.9,loamy,6,kharif,rice
122,95,173,18.85,33.65,41.93,4.78,clay,4,zaid,maize
86,55,33,25.48,37.38,43.63,5.14,sandy,4,zaid,maize
102,29,19,12.33,71.25,148.44,5.92,loamy,4,zaid,maize
83,23,15,27.73,39.09,18.47,7.67,loamy,6,kharif,rice
99,66,69,37.27,93.11,189.86,5.25,sandy,1,rabi,rice
